2025-08-18 17:59:02,649 - INFO - Starting extraction...
2025-08-18 18:05:41,012 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-A,200.plain.html
2025-08-18 18:05:43,191 - INFO - Successfully extracted: 1-B,1
2025-08-18 18:05:45,059 - INFO - Successfully extracted: 1-B,2
2025-08-18 18:05:47,027 - INFO - Successfully extracted: 1-B,3
2025-08-18 18:05:49,025 - INFO - Successfully extracted: 1-B,4
2025-08-18 18:05:51,025 - INFO - Successfully extracted: 1-B,5
2025-08-18 18:05:53,096 - INFO - Successfully extracted: 1-B,6
2025-08-18 18:05:55,027 - INFO - Successfully extracted: 1-B,7
2025-08-18 18:05:57,033 - INFO - Successfully extracted: 1-B,8
2025-08-18 18:05:59,027 - INFO - Successfully extracted: 1-B,9
2025-08-18 18:06:01,027 - INFO - Successfully extracted: 1-B,10
2025-08-18 18:06:03,038 - INFO - Successfully extracted: 1-B,11
2025-08-18 18:06:05,057 - INFO - Successfully extracted: 1-B,12
2025-08-18 18:06:07,072 - INFO - Successfully extracted: 1-B,13
2025-08-18 18:06:09,034 - INFO - Successfully extracted: 1-B,14
2025-08-18 18:06:11,038 - INFO - Successfully extracted: 1-B,15
2025-08-18 18:06:13,081 - INFO - Successfully extracted: 1-B,16
2025-08-18 18:06:15,044 - INFO - Successfully extracted: 1-B,17
2025-08-18 18:06:17,080 - INFO - Successfully extracted: 1-B,18
2025-08-18 18:06:19,046 - INFO - Successfully extracted: 1-B,19
2025-08-18 18:06:21,049 - INFO - Successfully extracted: 1-B,20
2025-08-18 18:06:23,055 - INFO - Successfully extracted: 1-B,21
2025-08-18 18:06:25,049 - INFO - Successfully extracted: 1-B,22
2025-08-18 18:06:27,101 - INFO - Successfully extracted: 1-B,23
2025-08-18 18:06:29,039 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,24.plain.html
2025-08-18 18:06:31,041 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,25.plain.html
2025-08-18 18:06:33,047 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,26.plain.html
2025-08-18 18:06:35,050 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,27.plain.html
2025-08-18 18:06:37,096 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,28.plain.html
2025-08-18 18:06:39,046 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,29.plain.html
2025-08-18 18:06:41,048 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,30.plain.html
2025-08-18 18:06:43,048 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,31.plain.html
2025-08-18 18:06:45,053 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,32.plain.html
2025-08-18 18:06:47,060 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,33.plain.html
2025-08-18 18:06:49,052 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,34.plain.html
2025-08-18 18:06:51,055 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,35.plain.html
2025-08-18 18:06:53,098 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,36.plain.html
2025-08-18 18:06:55,062 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,37.plain.html
2025-08-18 18:06:57,060 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,38.plain.html
2025-08-18 18:06:59,059 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,39.plain.html
2025-08-18 18:07:01,064 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,40.plain.html
2025-08-18 18:07:03,061 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,41.plain.html
2025-08-18 18:07:05,070 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,42.plain.html
2025-08-18 18:07:07,065 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,43.plain.html
2025-08-18 18:07:09,114 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,44.plain.html
2025-08-18 18:07:11,064 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,45.plain.html
2025-08-18 18:07:13,106 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,46.plain.html
2025-08-18 18:07:15,071 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,47.plain.html
2025-08-18 18:07:17,078 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,48.plain.html
2025-08-18 18:07:19,076 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,49.plain.html
2025-08-18 18:07:21,073 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,50.plain.html
2025-08-18 18:07:23,072 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,51.plain.html
2025-08-18 18:07:25,079 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,52.plain.html
2025-08-18 18:07:27,130 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,53.plain.html
2025-08-18 18:07:29,083 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,54.plain.html
2025-08-18 18:07:31,079 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,55.plain.html
2025-08-18 18:07:33,119 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,56.plain.html
2025-08-18 18:07:35,089 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,57.plain.html
2025-08-18 18:07:37,085 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,58.plain.html
2025-08-18 18:07:39,084 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,59.plain.html
2025-08-18 18:07:41,100 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,60.plain.html
2025-08-18 18:07:43,090 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,61.plain.html
2025-08-18 18:07:45,087 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,62.plain.html
2025-08-18 18:07:47,091 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,63.plain.html
2025-08-18 18:07:49,140 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,64.plain.html
2025-08-18 18:07:51,130 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,65.plain.html
2025-08-18 18:07:53,257 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,66.plain.html
2025-08-18 18:07:55,149 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,67.plain.html
2025-08-18 18:07:57,100 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,68.plain.html
2025-08-18 18:07:59,144 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,69.plain.html
2025-08-18 18:08:01,154 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,70.plain.html
2025-08-18 18:08:03,104 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,71.plain.html
2025-08-18 18:08:05,107 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,72.plain.html
2025-08-18 18:08:07,106 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,73.plain.html
2025-08-18 18:08:09,108 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,74.plain.html
2025-08-18 18:08:11,109 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,75.plain.html
2025-08-18 18:08:13,107 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,76.plain.html
2025-08-18 18:08:15,105 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,77.plain.html
2025-08-18 18:08:17,112 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,78.plain.html
2025-08-18 18:08:19,107 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,79.plain.html
2025-08-18 18:08:21,116 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,80.plain.html
2025-08-18 18:08:23,117 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,81.plain.html
2025-08-18 18:08:25,118 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,82.plain.html
2025-08-18 18:08:27,117 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,83.plain.html
2025-08-18 18:08:29,114 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,84.plain.html
2025-08-18 18:08:31,125 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,85.plain.html
2025-08-18 18:08:33,176 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,86.plain.html
2025-08-18 18:08:35,129 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,87.plain.html
2025-08-18 18:08:37,120 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,88.plain.html
2025-08-18 18:08:39,123 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,89.plain.html
2025-08-18 18:08:41,162 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,90.plain.html
2025-08-18 18:08:43,210 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,91.plain.html
2025-08-18 18:08:45,162 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,92.plain.html
2025-08-18 18:08:47,180 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,93.plain.html
2025-08-18 18:08:49,175 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,94.plain.html
2025-08-18 18:08:51,243 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,95.plain.html
2025-08-18 18:08:53,165 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,96.plain.html
2025-08-18 18:08:55,132 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,97.plain.html
2025-08-18 18:08:57,133 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,98.plain.html
2025-08-18 18:08:59,133 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,99.plain.html
2025-08-18 18:09:01,182 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,100.plain.html
2025-08-18 18:09:03,275 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,101.plain.html
2025-08-18 18:09:05,140 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,102.plain.html
2025-08-18 18:09:07,177 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,103.plain.html
2025-08-18 18:09:09,145 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,104.plain.html
2025-08-18 18:09:11,192 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,105.plain.html
2025-08-18 18:09:13,208 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,106.plain.html
2025-08-18 18:09:15,179 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,107.plain.html
2025-08-18 18:09:17,146 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,108.plain.html
2025-08-18 18:09:19,153 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,109.plain.html
2025-08-18 18:09:21,228 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,110.plain.html
2025-08-18 18:09:23,161 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,111.plain.html
2025-08-18 18:09:25,157 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,112.plain.html
2025-08-18 18:09:27,161 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,113.plain.html
2025-08-18 18:09:29,157 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,114.plain.html
2025-08-18 18:09:31,161 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,115.plain.html
2025-08-18 18:09:33,164 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,116.plain.html
2025-08-18 18:09:35,165 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,117.plain.html
2025-08-18 18:09:37,210 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,118.plain.html
2025-08-18 18:09:39,163 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,119.plain.html
2025-08-18 18:09:41,170 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,120.plain.html
2025-08-18 18:09:43,173 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,121.plain.html
2025-08-18 18:09:45,191 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,122.plain.html
2025-08-18 18:09:47,204 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,123.plain.html
2025-08-18 18:09:49,233 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,124.plain.html
2025-08-18 18:09:51,219 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,125.plain.html
2025-08-18 18:09:53,216 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,126.plain.html
2025-08-18 18:09:55,205 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,127.plain.html
2025-08-18 18:09:57,222 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,128.plain.html
2025-08-18 18:09:59,175 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,129.plain.html
2025-08-18 18:10:01,212 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,130.plain.html
2025-08-18 18:10:03,194 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,131.plain.html
2025-08-18 18:10:05,194 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,132.plain.html
2025-08-18 18:10:07,190 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,133.plain.html
2025-08-18 18:10:09,188 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,134.plain.html
2025-08-18 18:10:11,187 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,135.plain.html
2025-08-18 18:10:13,181 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,136.plain.html
2025-08-18 18:10:15,200 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,137.plain.html
2025-08-18 18:10:17,182 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,138.plain.html
2025-08-18 18:10:19,197 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,139.plain.html
2025-08-18 18:10:21,216 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,140.plain.html
2025-08-18 18:10:23,211 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,141.plain.html
2025-08-18 18:10:25,209 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,142.plain.html
2025-08-18 18:10:27,190 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,143.plain.html
2025-08-18 18:10:29,202 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,144.plain.html
2025-08-18 18:10:31,196 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,145.plain.html
2025-08-18 18:10:33,195 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,146.plain.html
2025-08-18 18:10:35,207 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,147.plain.html
2025-08-18 18:10:37,210 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,148.plain.html
2025-08-18 18:10:39,198 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,149.plain.html
2025-08-18 18:10:41,205 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,150.plain.html
2025-08-18 18:10:43,201 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,151.plain.html
2025-08-18 18:10:45,218 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,152.plain.html
2025-08-18 18:10:47,202 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,153.plain.html
2025-08-18 18:10:49,239 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,154.plain.html
2025-08-18 18:10:51,222 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,155.plain.html
2025-08-18 18:10:53,215 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,156.plain.html
2025-08-18 18:10:55,209 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,157.plain.html
2025-08-18 18:10:57,235 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,158.plain.html
2025-08-18 18:10:59,215 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,159.plain.html
2025-08-18 18:11:01,212 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,160.plain.html
2025-08-18 18:11:03,214 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,161.plain.html
2025-08-18 18:11:05,236 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,162.plain.html
2025-08-18 18:11:07,220 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,163.plain.html
2025-08-18 18:11:09,229 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,164.plain.html
2025-08-18 18:11:11,216 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,165.plain.html
2025-08-18 18:11:13,239 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,166.plain.html
2025-08-18 18:11:15,219 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,167.plain.html
2025-08-18 18:11:17,225 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,168.plain.html
2025-08-18 18:11:19,240 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,169.plain.html
2025-08-18 18:11:21,227 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,170.plain.html
2025-08-18 18:11:23,225 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,171.plain.html
2025-08-18 18:11:25,229 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,172.plain.html
2025-08-18 18:11:27,233 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,173.plain.html
2025-08-18 18:11:29,259 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,174.plain.html
2025-08-18 18:11:31,233 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,175.plain.html
2025-08-18 18:11:33,237 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,176.plain.html
2025-08-18 18:11:35,235 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,177.plain.html
2025-08-18 18:11:37,249 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,178.plain.html
2025-08-18 18:11:39,238 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,179.plain.html
2025-08-18 18:11:41,241 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,180.plain.html
2025-08-18 18:11:43,274 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,181.plain.html
2025-08-18 18:11:45,239 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,182.plain.html
2025-08-18 18:11:47,237 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,183.plain.html
2025-08-18 18:11:49,262 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,184.plain.html
2025-08-18 18:11:51,250 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,185.plain.html
2025-08-18 18:11:53,243 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,186.plain.html
2025-08-18 18:11:55,250 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,187.plain.html
2025-08-18 18:11:57,264 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,188.plain.html
2025-08-18 18:11:59,252 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,189.plain.html
2025-08-18 18:12:01,279 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,190.plain.html
2025-08-18 18:12:03,264 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,191.plain.html
2025-08-18 18:12:05,265 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,192.plain.html
2025-08-18 18:12:07,260 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,193.plain.html
2025-08-18 18:12:09,268 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,194.plain.html
2025-08-18 18:12:11,263 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,195.plain.html
2025-08-18 18:12:13,276 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,196.plain.html
2025-08-18 18:12:15,281 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,197.plain.html
2025-08-18 18:12:17,258 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,198.plain.html
2025-08-18 18:12:19,302 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,199.plain.html
2025-08-18 18:12:21,292 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-B,200.plain.html
2025-08-18 18:12:23,375 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,1.plain.html
2025-08-18 18:12:25,264 - WARNING - HTTP 500 for http://ancientsource.daphnet.iliesi.cnr.it/texts/Presocratics/1-C,2.plain.html
